node_id,node_attr
0,active_tb_disease
1,night_sweats
2,treatment_for_inactive_tb
3,clinical_manifestations
4,weakness
5,indoor_environments
6,mortality
7,anti-tb_therapy
8,prolonged_cough
9,immunodeficiency
10,latent_tb_infection
11,respiratory_protection
12,spread_of_tb_germs
13,tb_testing
14,chest_pain
15,disease
16,immunosuppression
17,chills
18,clinical_symptoms
19,haemoptysis
20,weight_loss
21,inadequate_treatment
22,cough
23,combination_therapy
24,anorexia
25,self-isolation
26,tb_bacilli_proliferation
27,hemoptysis
28,inactive_tb
29,poor_ventilation_areas
30,fever
31,tuberculosis
32,weakness_or_fatigue
33,directly_observed_therapy
34,early_detection
35,mortality_reduction
36,interferon_gamma_release_assay
37,loss_of_appetite
38,human_immunodeficiency_virus_infection
39,global_health
40,respiratory_droplets
41,chronic_cough
42,community_engagement
43,severe_kidney_disease
44,coughing
45,head_and_neck_cancer
46,weakened_immune_system
47,alcohol_use_disorders
48,hospitals
49,health_systems
50,exposure_in_high-burden_countries
51,tuberculin_skin_test
52,diabetes_mellitus
53,mortality_rates
54,truenat_assays
55,tb_blood_tests
56,substance_abuse
57,tb_test
58,employment_in_high-risk_settings
59,incidence_reduction
60,bacille_calmette-guã©rin_vaccine
61,public_health
62,communicable_disease
63,tb_medicine
64,mycobacterium_tuberculosis
65,tobacco_smoking
66,spine
67,brain
68,healthcare_work
69,toilet_seat_contact
70,other mycobacteria
71,recent_contact_with_active_tb_disease
72,biologic_therapy_for_rheumatoid_arthritis
73,resource-limited_settings
74,bed_linen_contact
75,severe_active_tb_disease
76,young_age
77,singing
78,community_awareness
79,poverty
80,undernutrition
81,recent_tb_infection
82,infection_control_measures
83,low_body_mass_index
84,sputum_test
85,elimination
86,inactive tb
87,xpert_mtb/rif_ultra
88,exposure_in_nursing_homes
89,hiv_infection
90,resource_allocation
91,completion_of_prescribed_medicine
92,chest_x-ray
93,kissing
94,mycobacterium tuberculosis
95,first
96,tb_blood_test
97,elderly_age
98,surveillance_systems
99,chronic_corticosteroid_use
100,exposure_in_congregate_settings
101,birth_in_high_tb_prevalence_countries
102,fatigue
103,active tb disease
104,previous_incorrect_tb_treatment
105,healthcare_worker_protection
106,incidence_rates
107,mycobacterium bovis
108,tb_treatment
109,patient_education
110,cough_lasting_three_weeks_or_longer
111,vaccination
112,waterborne_transmission
113,lungs
114,antigen-based_skin_tests
115,harmful_alcohol_use
116,children_under_5
117,rifampicin
118,appropriate_treatment
119,food_sharing
120,productive_cough
121,health_education
122,silicosis
123,coughing_up_blood_or_sputum
124,tb_meningitis
125,global_reports
126,kidneys
127,interdisciplinary_approach
128,access_to_care
129,speaking
130,sustained_control_efforts
131,foodborne_transmission
132,frequent_travel_to_high_tb_prevalence_countries
133,bcg_vaccine
134,immunocompromised_state
135,public
136,isoniazid
137,illegal_drug_injection
138,overcrowding
139,pyrazinamide
140,public_health_measures
141,exposure_in_correctional_facilities
142,ethambutol
143,tb_skin_test
144,symptoms_of_tb_disease
145,other_immunosuppressive_diseases
146,cancer
147,nosocomial_exposure
148,individuals_and_communities
149,drug-resistant_tuberculosis
150,treatment_success_rates
151,weeks_to_years
152,political_commitment
153,handshaking
154,biologic_therapy_for_crohn's_disease
155,airborne_transmission
156,infants
157,contact_tracing
158,solid_organ_transplant
159,living_in_congregate_settings
160,malnutrition
161,toothbrush_sharing
162,homeless_shelter_exposure
163,global_health_challenge
164,tb_germs
165,resistance
166,poorly_ventilated_areas
167,indoor_areas
168,body
169,aerosolized_particles
170,bloodstream
171,mortality_without_treatment
172,kidney
173,fatal_outcome
174,medicine
175,preventive_therapy
176,asymptomatic
177,progression_to_active_tb
178,tb_diagnosis
179,acid-fast_bacilli_staining
180,nucleic_acid_amplification_tests
181,acid-fast_bacilli
182,combination_anti-tb_therapy
183,transmission_of_tb_germs
184,6-12_months
185,zeihl-neelsen_staining
186,tuberculosis_through_vaccination
187,exposed_individuals
188,preventing_secondary_transmission
189,identifying_exposed_individuals
190,post-exposure_prophylaxis
191,sneezing
192,talking
193,diabetes
194,hiv
195,treatment_to_prevent_active_tb_disease
196,stain_during_decolorization
197,contact_investigation
198,contact_management
199,limiting_tb_transmission
200,contact_assessment
201,contact_identification
202,variable_effectiveness
203,false_positive_tb_skin_test
204,countries_with_high_tb_burden
205,infants_and_young_children
206,geographic_location
207,tb_infection
208,travel_to_tb_endemic_countries
209,working_in_high-risk_occupations
210,exposure_to_active_tb_disease
211,exposure_in_homeless_shelters
212,increased_risk_of_tb_exposure
213,isolation_precautions
214,false_positive_reaction_with_bcg_vaccine
215,health_care_provider
216,follow-up_after_2-3_days
217,exposure_in_countries_with_high_tb_burden
218,anti-tuberculosis_treatment
219,inhaling_tb_germs
220,tb_exposure
221,poor_ventilation
222,close_contact_with_active_tb_case
223,indoor_exposure
224,bacille_calmette-guã©rin_(bcg)
225,health_care_personnel_screening
226,occupational_exposure_to_tb
227,tb_disease
228,contagiousness
229,secondary_transmission
230,mycobacterial_cell_wall_inhibition
231,case_detection
232,diagnostic_testing
233,nucleic_acid_amplification
234,airborne_infection_isolation_room
235,rifampin
236,rna_polymerase_inhibition
237,health_screening_requirements
238,tb_outbreak
239,tb_prevention
240,early_diagnosis
241,prompt_treatment
242,infection_control
243,tb_control_measures
244,health_care_worker
245,personal_protective_equipment
246,patient_confidentiality
247,air_ventilation_systems
248,tb_epidemiology
249,private_patient_room
250,health_care_settings
251,engineering_controls
252,administrative_controls
253,tb_contacts
254,latent_tb_treatment
255,tb_education
256,exposure_to_active_tb
257,community_safety
258,health_care_interventions
259,contact_tracing_efforts
260,mechanical_ventilation_systems
261,natural_ventilation
262,tb_vaccine
263,healthcare_workers
264,interferon-gamma_release_assays_(igras)
265,immune_response_to_tb_germs
266,individuals_with_tb_vaccination
267,headache
268,confusion
269,risk_assessment
270,tuberculosis_exposure
271,tb_treatment_outcomes
272,tb_transmission
273,exposure_in_large_group_settings
274,tb_dna
275,active_tb_disease_of_the_lungs_or_throat
276,anti-tuberculosis_medications
277,individuals_with_active_tb
278,individuals_with_inactive_tb
279,social_distancing
280,clinic_appointments
281,treatment_adherence
282,world_health_organization
283,respiratory_hygiene_practices
284,exposure_in_hospitals
