src,edge_attr,dst
0,includes,1
0,includes,2
3,associated_with,4
5,has_symptom,6
5,has_risk_factor,7
5,has_symptom,8
5,has_symptom,9
5,is_prevented_by,10
5,occurs_with,11
5,leads_to_complication,12
5,requires,13
5,has_risk_factor,14
5,has_symptom,15
5,leads_to_complication,16
5,is_diagnosed_by,17
5,has_symptom,18
5,has_risk_factor,19
5,has_symptom,20
5,has_symptom,21
5,is_treated_by,22
5,has_symptom,23
5,is_prevented_by,24
5,has_symptom,25
5,has_risk_factor,26
5,leads_to_complication,27
5,is_prevented_by,28
5,is_prevented_by,29
5,leads_to_complication,30
5,is_prevented_by,31
5,has_risk_factor,32
5,is_spread_by,33
5,has_risk_factor,34
5,has_risk_factor,35
5,leads_to_complication,36
5,has_symptom,37
5,is_diagnosed_by,38
5,leads_to_complication,39
5,has_symptom,40
5,leads_to_complication,41
5,is_caused_by,42
5,has_symptom,43
5,has_symptom,44
5,is_prevented_by,45
5,is_prevented_by,46
5,is_prevented_by,47
5,is_treated_by,47
5,has_risk_factor,48
5,has_risk_factor,49
5,is_prevented_by,50
5,leads_to_complication,51
5,spreads_between,52
5,leads_to_complication,53
5,has_symptom,54
5,has_symptom,55
5,has_symptom,56
5,is_prevented_by,57
5,has_symptom,58
5,is_prevented_by,59
5,has_risk_factor,60
5,leads_to_complication,61
5,has_risk_factor,62
5,is_spread_by,63
5,has_risk_factor,64
5,has_symptom,65
5,is_prevented_by,66
5,leads_to_complication,67
5,leads_to_complication,68
5,has_symptom,69
5,is_prevented_by,0
5,occurs_with,70
5,leads_to_complication,71
5,has_symptom,72
5,has_risk_factor,73
5,is_treated_by,74
5,has_risk_factor,75
5,has_risk_factor,76
5,is_prevented_by,77
5,has_risk_factor,78
5,has_symptom,79
5,leads_to_complication,80
5,leads_to_complication,81
5,has_symptom,82
5,has_symptom,83
5,is_prevented_by,84
5,has_risk_factor,85
5,has_risk_factor,86
5,has_symptom,87
5,has_symptom,88
5,is_diagnosed_by,89
5,has_symptom,90
5,occurs_with,91
5,has_symptom,92
5,has_symptom,93
5,is_spread_by,94
5,is_treated_by,95
5,is_spread_by,96
5,has_risk_factor,97
5,is_prevented_by,98
5,is_treated_by,99
5,leads_to_complication,100
5,occurs_with,101
5,has_risk_factor,102
5,has_risk_factor,103
5,has_risk_factor,104
5,has_risk_factor,105
5,is_prevented_by,106
5,has_risk_factor,107
5,has_symptom,108
5,has_risk_factor,109
5,has_symptom,110
5,leads_to_complication,111
5,is_spread_by,112
5,has_symptom,113
5,occurs_with,114
5,occurs_with,115
5,is_diagnosed_by,116
5,leads_to_complication,117
5,has_symptom,118
5,is_caused_by,119
5,is_treated_by,120
5,has_symptom,121
5,has_risk_factor,122
5,leads_to_complication,123
5,is_prevented_by,124
5,has_symptom,125
5,same_as,126
5,has_risk_factor,127
5,has_risk_factor,128
5,is_spread_by,129
5,is_prevented_by,130
5,is_prevented_by,131
5,has_risk_factor,132
5,is_treated_by,133
5,leads_to_complication,134
5,leads_to_complication,135
24,associated_with,136
24,associated_with,137
24,associated_with,138
75,has_symptom,139
75,has_symptom,140
75,has_symptom,141
75,has_symptom,142
75,has_symptom,143
75,has_symptom,144
75,has_symptom,145
75,has_symptom,78
75,has_symptom,146
75,has_symptom,147
148,increases_risk,149
27,associated_with,150
151,includes,5
29,prioritizes,152
29,includes,153
29,includes,154
29,reduces,155
29,prioritizes,156
28,treats,5
126,is_treated_by,157
126,is_treated_by,158
126,leads_to_complication,53
126,has_risk_factor,159
126,is_treated_by,160
126,has_risk_factor,161
126,has_risk_factor,162
126,is_prevented_by,163
126,leads_to_complication,164
126,has_symptom,164
126,has_risk_factor,165
126,is_prevented_by,166
126,leads_to_complication,100
126,is_treated_by,167
126,has_risk_factor,75
157,treats,126
17,helps,168
169,includes,11
169,includes,70
169,includes,126
158,treats,126
67,associated_with,5
31,associated_with,170
171,associated_with,86
171,associated_with,172
34,associated_with,4
173,associated_with,174
173,increases_risk,149
36,associated_with,80
175,increases_risk,149
166,prevents,126
176,associated_with,100
176,associated_with,53
47,prevents,100
47,prevents,53
47,prevents,176
160,treats,126
177,is_a_type_of,178
178,diagnoses,5
178,includes,177
62,has_risk_factor,179
80,has_symptom,180
80,has_symptom,37
80,has_symptom,181
182,is_a_type_of,89
89,includes,182
89,diagnoses,5
183,increases_risk,149
133,treats,5
163,prevents,126
74,lowers,184
185,increases_risk,149
168,includes,186
186,helps,187
132,associated_with,176
132,is_treated_by,99
107,is_caused_by,188
107,increases_risk,149
189,is_caused_by,5
98,treats,5
99,treats,5
101,is_caused_by,190
191,associated_with,4
192,increases_risk,5
130,treats,5
193,includes,5
167,treats,126
128,increases_risk,149
194,increases_risk,149
195,increases_risk,149
196,has_risk_factor,5
